Area;Year;mu5;mu5;mu5;mu5;mu5;mu5;mu5;mu5;W5;W5;W5;W5;W5;W5;W5;W5
2;2015;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,2039690610469;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,18652427609
3;2015;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,2082849001442;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,217400519032
4;2015;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,4526018549567;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;368,551905740574
1;2016;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,0976947554582;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;365,032667642451
2;2016;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,22833391135;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,326645547798
3;2016;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,2316449600813;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,349453245253
4;2016;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,4035228421616;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;368,036404050511
1;2017;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,9023291047522;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;369,504333318457
2;2017;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,7066800860657;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;363,482579122362
3;2017;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,5755164363378;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;368,224030440598
4;2017;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;94,9100879928189;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;354,259072702762
1;2018;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,1859984395265;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,273155619797
2;2018;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,0900916679198;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;365,183974694681
3;2018;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,3806013083364;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;367,403913198616
4;2018;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;95,0807499169673;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;353,318435342565
1;2019;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,0635077911271;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;365,549559182349
2;2019;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,6146673536091;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;368,043852701292
3;2019;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,6738803124728;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;369,020301584094
4;2019;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;95,2311086033148;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;353,016134210201
1;2020;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,6029698746238;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;368,334731161325
2;2020;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,3201754512119;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;372,278475767627
3;2020;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,2499491557215;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;372,371441471747
4;2020;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,4407326543637;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;358,905850431564
1;2021;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,0666418902669;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;360,275284358348
2;2021;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,4321229377236;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;373,683765240575
3;2021;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,889457608387;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;365,508656068017
4;2021;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,1338062358342;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;357,800094346154
1;2022;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,3545061833369;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;360,958709539947
2;2022;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,9802563163802;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,374038069982
3;2022;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,0036664873617;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;365,546919190522
4;2022;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,1994348511608;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;363,702328402355
1;2023;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;95,8072881532753;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;357,611483428361
2;2023;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,6756182460779;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;364,087050943022
3;2023;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,6323212816474;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;368,640294148956
4;2023;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,294307626264;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;365,118446304133
1;2024;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,070275512048;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;363,762747420089
2;2024;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,0052478529581;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;365,214902109361
3;2024;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,317384398996;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;372,602743765664
4;2024;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,4614540745096;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,708447121584
1;2025;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,6286451117249;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;367,255018079677
2;2025;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,3507161348424;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,866437435228
3;2025;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,7423278910774;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;375,578964006815
4;2025;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,7348194538753;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;368,752370567393
1;2026;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,5232970509901;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;362,01874424783
2;2026;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,0355345373037;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;359,848391257904
3;2026;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,1341240444608;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;372,999506904912
4;2026;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,9519297975863;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;370,50505576501
1;2027;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,7696052889266;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;363,074179259919
2;2027;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;95,2296313468257;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;354,657905834706
3;2027;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,5926450623897;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;370,094172617918
4;2027;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,4186894043324;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;373,566076546487
1;2028;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,7684497546397;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;363,039961202876
2;2028;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,4613977643242;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;360,155966320296
3;2028;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,9159787614792;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;371,493252334429
4;2028;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;95,5475915304217;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;358,530735033394
1;2029;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,8232185066345;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;363,3168656051
2;2029;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;95,7842915097957;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;356,660661599913
3;2029;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,8701613709082;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;371,205741432707
4;2029;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,4706050779857;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;361,938188666107
1;2030;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,0212954624101;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;364,419551750191
2;2030;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,2719593851083;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;358,935983171652
3;2030;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,8595514621085;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;371,096063293782
4;2030;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;95,9838697718952;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;358,874413623028
1;2031;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,0267707064433;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;370,02421955425
2;2031;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;95,2499915953144;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;353,583113956583
3;2031;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,2906676333801;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;373,408194403674
4;2031;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,3829217733367;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;360,420143181332
1;2032;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,6281868863846;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;368,70257506513
2;2032;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,1151624539245;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;357,593954912987
3;2032;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,4118433011186;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;374,349988803899
4;2032;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,5074074868219;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;360,981740373511
1;2033;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,2877240160359;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;367,132249619673
2;2033;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,299153530458;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;358,781528672237
3;2033;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,693264899443;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;370,685807890304
4;2033;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,6903029831665;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;361,972384890667
1;2034;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,1861588339499;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,506115286017
2;2034;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,5584399492207;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;360,463093705309
3;2034;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,9083640619777;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,06391736409
4;2034;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,9371506225045;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;363,448049492577
1;2035;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,7238107947585;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;369,295924863871
2;2035;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,0756996205821;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;363,649277433131
3;2035;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,3544330877465;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;362,270109204656
4;2035;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,1169056811439;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;364,698976665956
1;2036;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,3235628302244;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;372,850440482356
2;2036;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;95,7451710284171;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;357,126798205998
3;2036;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,7931759538562;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;363,743922823658
4;2036;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,6918114832347;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;368,130942636443
1;2037;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;98,9943658566304;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;377,122040796855
2;2037;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,892987556073;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;362,783913950113
3;2037;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,37475233517;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;366,595840287885
4;2037;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;97,8200229450921;172,192606870624;172,30789152541;172,35348542388;172,37542268816;172,387360759396;172,394432229829;172,398887772909;369,462556868614
