Area;Age1;Age2;Age3;Age4;Age5;Age6;Age7;Age8;mu1;mu2;mu3;mu4;mu5;mu6;mu7;mu8;W1;W2;W3;W4;W5;W6;W7;W8Btotal;Bmature;Bvulnerable;Settlers.StYearMinus0
1;36,65883537339;35,9329417979676;35,2214218783767;34,5239909971624;33,8403701726729;33,1702859474635;32,5134702789094;1609,47096374601;48,7405088676469;60,3379608553862;69,3957190180511;76,469943858133;81,995003833162;86,3101462576307;89,6803276181238;100,898632888696;172,192606870624;172,307124626697;172,352794665925;172,374883540582;172,386948469516;172,394115263237;172,398641297032;377,961003103419;650000;637496,117691629;361548,967434928;112,796416533508
2;42,2986562000654;41,4610866899627;40,6401021673578;39,8353742274951;39,0465809684688;38,2734068624579;37,5155426295109;1857,0818812454;48,7405088676469;60,3379608553862;69,3957190180511;76,469943858133;81,995003833162;86,3101462576307;89,6803276181238;100,898632888696;172,192606870624;172,307124626697;172,352794665925;172,374883540582;172,386948469516;172,394115263237;172,398641297032;377,961003103419;750000;735572,443490341;417171,88550184;112,796416533508
3;89,6731511441387;87,8975037827209;86,1570165947985;84,4509933622896;82,7787516531538;81,1396225484108;79,5329503745631;3937,01358824024;48,7405088676469;60,3379608553862;69,3957190180511;76,469943858133;81,995003833162;86,3101462576307;89,6803276181238;100,898632888696;172,192606870624;172,307124626697;172,352794665925;172,374883540582;172,386948469516;172,394115263237;172,398641297032;377,961003103419;1590000;1559413,58019952;884404,397263902;112,796416533508
4;112,796416533508;110,5628978399;108,373605779621;106,227664606654;104,124215915917;102,062418299888;100,041447012029;4952,21834998773;48,7405088676469;60,3379608553862;69,3957190180511;76,469943858133;81,995003833162;86,3101462576307;89,6803276181238;100,898632888696;172,192606870624;172,307124626697;172,352794665925;172,374883540582;172,386948469516;172,394115263237;172,398641297032;377,961003103419;2000000;1961526,51597424;1112458,36133824;112,796416533508
