Area;Year;Size2;Size3;Size4;Size5;Size6;Size7;Size8;Size9;Size10;Size11;Size12;Size13;Size14;Size15;Size16;Size17;Size18;Size19;Size20;Size21;Size22;Size23;Size24;Size25;Size26;Size27;Size28;Size29;Size30;Size31;Size32;Size33;Size34;Size35;Size36;Size37;Size38;Size39;Size40;Size41;Size42;Size43;Size44;Size45;Size46;Size47;Size48;Size49;Size50;Size51;Size52;Size53;Size54;Size55;Size56;Size57;Size58;Size59;Size60;Size61;Size62;Size63;Size64;Size65;Size66;Size67;Size68;Size69;Size70;Size71;Size72;Size73;Size74;Size75;Size76;Size77;Size78;Size79;Size80;Size81;Size82;Size83;Size84;Size85;Size86;Size87;Size88;Size89;Size90;Size91;Size92;Size93;Size94;Size95;Size96;Size97;Size98;Size99;Size100;Size101;Size102;Size103;Size104;Size105;Size106;Size107;Size108;Size109;Size110;Size111;Size112;Size113;Size114;Size115;Size116;Size117;Size118;Size119;Size120;Size121
4;2028;8,32421861671954E-03;8,32451191731906E-03;8,32480166368461E-03;8,32508785542007E-03;8,32537049213471E-03;8,32564957344312E-03;8,32592509896529E-03;8,32619706832657E-03;8,32646548115764E-03;8,3267303370946E-03;8,32699163577886E-03;8,32724937685726E-03;8,32750355998195E-03;8,32775418481049E-03;8,32800125100579E-03;8,32824475823615E-03;8,32848470617523E-03;8,32872109450206E-03;8,32895392290107E-03;8,32918319106203E-03;8,32940889868011E-03;8,32963104545585E-03;8,32984963109519E-03;8,33006465530939E-03;8,33027611781516E-03;8,33048401833454E-03;8,33068835659499E-03;8,33088913232931E-03;8,33108634527572E-03;8,33127999517779E-03;8,33147008178452E-03;8,33165660485023E-03;8,33183956413469E-03;8,33201895940302E-03;8,33219479042572E-03;8,33236705697871E-03;8,33253575884326E-03;8,33270089580605E-03;8,33286246765916E-03;8,33302047420002E-03;8,33317491523148E-03;8,33332579056178E-03;8,33347310000454E-03;8,33361684337877E-03;8,33375702050888E-03;8,33389363122466E-03;8,3340266753613E-03;8,33415615275939E-03;8,3342820632649E-03;8,33440440672919E-03;8,33452318300903E-03;8,33463839196656E-03;8,33475003346934E-03;8,33485810739031E-03;8,3349626136078E-03;8,33506355200555E-03;8,33516092247268E-03;8,33525472490371E-03;8,33534495919856E-03;8,33543162526253E-03;8,33551472300634E-03;8,33559425234608E-03;8,33567021320325E-03;8,33574260550475E-03;8,33581142918286E-03;8,33587668417527E-03;8,33593837042506E-03;8,3359964878807E-03;8,33605103649607E-03;8,33610201623042E-03;8,33614942704843E-03;8,33619326892015E-03;8,33623354182104E-03;8,33627024573195E-03;8,33630338063911E-03;8,33633294653418E-03;8,33635894341417E-03;8,33638137128153E-03;8,33640023014406E-03;8,33641552001501E-03;8,33642724091297E-03;8,33643539286194E-03;8,33643997589134E-03;8,33644099003594E-03;8,33643843533595E-03;8,33643231183693E-03;8,33642261958985E-03;8,33640935865108E-03;8,33639252908237E-03;8,33637213095086E-03;8,3363481643291E-03;0,008336320629295;8,33628952593188E-03;8,33625485432846E-03;8,33621661457881E-03;8,33617480678243E-03;8,33612943104418E-03;8,33608048747433E-03;8,33602797618851E-03;8,33597189730776E-03;8,33591225095849E-03;8,3358490372725E-03;8,33578225638699E-03;8,33571190844452E-03;8,33563799359304E-03;8,33556051198589E-03;8,33547946378178E-03;8,33539484914481E-03;8,33530666824447E-03;8,3352149212556E-03;8,33511960835844E-03;8,33502072973861E-03;8,3349182855871E-03;8,33481227610028E-03;8,33470270147988E-03;8,33458956193303E-03;8,33447285767222E-03;8,3343525889153E-03;8,33422875588553E-03;8,3341013588115E-03
1;2029;8,32412984981124E-03;0,008324417925077;8,32470261641197E-03;8,32498392345512E-03;8,32526184584999E-03;8,32553638324464E-03;8,3258075352917E-03;8,32607530164835E-03;8,32633968197632E-03;8,32660067594189E-03;8,32685828321591E-03;8,32711250347376E-03;8,3273633363954E-03;8,32761078166533E-03;8,32785483897261E-03;8,32809550801087E-03;8,32833278847829E-03;8,3285666800776E-03;8,3287971825161E-03;8,32902429550567E-03;8,32924801876271E-03;8,32946835200821E-03;8,32968529496773E-03;8,32989884737136E-03;8,3301090089538E-03;8,33031577945428E-03;8,33051915861659E-03;8,33071914618913E-03;8,33091574192481E-03;8,33110894558116E-03;8,33129875692024E-03;8,33148517570868E-03;8,33166820171771E-03;8,33184783472311E-03;8,33202407450521E-03;8,33219692084894E-03;8,3323663735438E-03;8,33253243238383E-03;8,33269509716768E-03;8,33285436769855E-03;8,33301024378422E-03;8,33316272523703E-03;8,33331181187391E-03;8,33345750351636E-03;8,33359979999046E-03;8,33373870112684E-03;8,33387420676072E-03;8,33400631673192E-03;8,33413503088478E-03;8,33426034906827E-03;8,33438227113591E-03;8,3345007969458E-03;8,3346159263606E-03;8,33472765924759E-03;8,33483599547859E-03;0,00833494093493;8,33504247748282E-03;8,33514062302261E-03;8,3352353714395E-03;8,33532672262823E-03;8,33541467648809E-03;8,33549923292296E-03;8,3355803918413E-03;8,33565815315613E-03;8,33573251678508E-03;8,33580348265034E-03;8,33587105067869E-03;8,33593522080147E-03;8,33599599295462E-03;8,33605336707865E-03;8,33610734311865E-03;8,33615792102429E-03;8,33620510074983E-03;8,33624888225409E-03;8,33628926550048E-03;0,008336326250457;8,33635983709622E-03;8,33639002539527E-03;8,3364168153359E-03;8,33644020690441E-03;8,33646020009169E-03;8,33647679489321E-03;8,33648999130901E-03;8,33649978934372E-03;8,33650618900654E-03;8,33650919031126E-03;8,33650879327624E-03;8,33650499792443E-03;8,33649780428334E-03;8,33648721238507E-03;8,33647322226629E-03;8,33645583396827E-03;8,33643504753684E-03;8,3364108630224E-03;8,33638328047994E-03;8,33635229996903E-03;8,3363179215538E-03;8,33628014530297E-03;8,33623897128984E-03;8,33619439959228E-03;8,33614643029273E-03;8,3360950634782E-03;8,3360402992403E-03;8,33598213767519E-03;8,33592057888362E-03;8,3358556229709E-03;8,33578727004693E-03;8,33571552022616E-03;8,33564037362763E-03;8,33556183037496E-03;8,33547989059631E-03;8,33539455442445E-03;8,33530582199669E-03;8,33521369345492E-03;8,33511816894561E-03;8,33501924861979E-03;8,33491693263305E-03;8,33481122114557E-03;8,33470211432208E-03;8,33458961233188E-03
2;2029;8,32439993773823E-03;8,32470167188821E-03;8,3249995607117E-03;8,32529360374977E-03;8,32558380055035E-03;8,32587015066828E-03;8,3261526536653E-03;8,32643130911002E-03;8,32670611657797E-03;8,32697707565157E-03;8,32724418592014E-03;8,32750744697989E-03;8,32776685843395E-03;8,32802241989233E-03;8,32827413097198E-03;8,32852199129672E-03;8,32876600049729E-03;8,32900615821136E-03;8,32924246408346E-03;8,32947491776509E-03;8,32970351891461E-03;8,32992826719734E-03;8,33014916228547E-03;8,33036620385813E-03;8,33057939160137E-03;8,33078872520814E-03;8,33099420437833E-03;8,33119582881872E-03;8,33139359824304E-03;8,33158751237192E-03;8,33177757093292E-03;8,33196377366053E-03;8,33214612029615E-03;8,33232461058812E-03;8,33249924429168E-03;8,33267002116901E-03;8,33283694098923E-03;8,33300000352837E-03;8,33315920856939E-03;8,33331455590219E-03;8,33346604532357E-03;8,3336136766373E-03;8,33375744965404E-03;8,33389736419141E-03;8,33403342007395E-03;8,33416561713312E-03;8,33429395520733E-03;8,33441843414192E-03;8,33453905378915E-03;8,33465581400823E-03;8,33476871466527E-03;8,33487775563336E-03;8,33498293679248E-03;8,33508425802958E-03;8,33518171923851E-03;8,33527532032008E-03;8,33536506118202E-03;0,008335450941739;8,33553296191263E-03;8,33561112163143E-03;8,33568542083089E-03;8,3357558594534E-03;8,3358224374483E-03;8,33588515477186E-03;8,3359440113873E-03;8,33599900726475E-03;8,33605014238128E-03;8,33609741672091E-03;8,33614083027457E-03;8,33618038304013E-03;8,33621607502239E-03;8,3362479062331E-03;8,33627587669092E-03;8,33629998642145E-03;8,33632023545722E-03;8,3363366238377E-03;8,33634915160926E-03;8,33635781882524E-03;8,33636262554588E-03;8,33636357183836E-03;8,33636065777678E-03;8,33635388344217E-03;8,3363432489225E-03;8,33632875431265E-03;8,33631039971442E-03;8,33628818523655E-03;8,33626211099471E-03;8,33623217711146E-03;8,33619838371631E-03;8,33616073094568E-03;8,33611921894292E-03;8,33607384785829E-03;8,33602461784897E-03;8,33597152907906E-03;8,33591458171956E-03;8,33585377594842E-03;8,33578911195048E-03;8,33572058991749E-03;8,33564821004813E-03;8,33557197254797E-03;8,3354918776295E-03;8,33540792551213E-03;8,33532011642216E-03;8,3352284505928E-03;8,33513292826417E-03;8,33503354968329E-03;8,33493031510408E-03;8,33482322478736E-03;8,33471227900087E-03;8,33459747801922E-03;8,33447882212392E-03;8,3343563116034E-03;8,33422994675295E-03;8,33409972787478E-03;8,33396565527796E-03;8,33382772927849E-03;8,33368595019922E-03;8,3335403183699E-03;8,33339083412717E-03;8,33323749781454E-03
3;2029;8,32423571805094E-03;8,32453197896791E-03;8,32482460332412E-03;8,32511359070916E-03;8,32539894071825E-03;8,32568065295219E-03;8,32595872701745E-03;8,32623316252608E-03;8,32650395909579E-03;8,32677111634988E-03;8,3270346339173E-03;8,32729451143262E-03;8,32755074853604E-03;8,32780334487338E-03;8,32805230009609E-03;8,32829761386127E-03;8,32853928583162E-03;8,32877731567551E-03;8,32901170306691E-03;8,32924244768544E-03;8,32946954921635E-03;8,32969300735054E-03;8,32991282178453E-03;8,33012899222049E-03;8,33034151836621E-03;8,33055039993514E-03;8,33075563664638E-03;8,33095722822462E-03;8,33115517440025E-03;8,33134947490927E-03;8,33154012949333E-03;8,33172713789972E-03;8,3319104998814E-03;8,33209021519693E-03;8,33226628361055E-03;8,33243870489213E-03;8,33260747881721E-03;8,33277260516694E-03;8,33293408372816E-03;8,33309191429332E-03;8,33324609666054E-03;8,33339663063359E-03;8,33354351602188E-03;8,33368675264048E-03;8,33382634031011E-03;8,33396227885713E-03;8,33409456811357E-03;8,3342232079171E-03;8,33434819811103E-03;8,33446953854436E-03;8,33458722907171E-03;8,33470126955337E-03;8,33481165985527E-03;0,008334918399849;8,33502148941181E-03;8,3351209284266E-03;8,33521671678193E-03;0,008335308854372;8,33539734109668E-03;8,33548217686149E-03;8,33556336157761E-03;8,33564089516186E-03;8,33571477753674E-03;8,33578500863037E-03;8,33585158837657E-03;8,33591451671478E-03;8,33597379359012E-03;8,33602941895334E-03;8,33608139276087E-03;8,33612971497478E-03;8,3361743855628E-03;8,33621540449832E-03;8,33625277176039E-03;8,3362864873337E-03;8,3363165512086E-03;8,3363429633811E-03;8,33636572385286E-03;8,3363848326312E-03;8,33640028972909E-03;8,33641209516516E-03;8,33642024896369E-03;8,33642475115461E-03;8,3364256017735E-03;8,33642280086162E-03;8,33641634846584E-03;8,33640624463872E-03;8,33639248943845E-03;8,33637508292889E-03;8,33635402517953E-03;8,33632931626553E-03;8,33630095626769E-03;8,33626894527245E-03;8,33623328337193E-03;8,33619397066388E-03;8,33615100725168E-03;8,3361043932444E-03;8,33605412875672E-03;0,008336000213909;8,33594264882721E-03;8,33588143364299E-03;8,33581656849362E-03;8,33574805352204E-03;8,33567588887679E-03;8,33560007471211E-03;8,33552061118783E-03;8,33543749846946E-03;8,33535073672813E-03;8,33526032614062E-03;8,33516626688935E-03;8,33506855916237E-03;8,33496720315337E-03;8,3348621990617E-03;8,3347535470923E-03;8,3346412474558E-03;8,33452530036841E-03;8,33440570605203E-03;8,33428246473414E-03;8,33415557664788E-03;8,33402504203202E-03;8,33389086113096E-03
4;2029;8,32416180303761E-03;8,32445207014751E-03;8,32473888414288E-03;8,32502224464886E-03;8,32530215129542E-03;8,32557860371741E-03;8,32585160155453E-03;8,32612114445134E-03;8,32638723205727E-03;8,32664986402661E-03;8,32690904001851E-03;0,008327164759697;8,32741702273095E-03;8,32766582879413E-03;8,32791117756514E-03;8,32815306872748E-03;8,32839150196951E-03;8,32862647698445E-03;8,3288579934704E-03;8,32908605113034E-03;8,3293106496721E-03;8,32953178880839E-03;8,32974946825682E-03;8,32996368773984E-03;8,3301744469848E-03;8,33038174572389E-03;8,33058558369422E-03;8,33078596063776E-03;8,33098287630135E-03;8,33117633043671E-03;8,33136632280045E-03;8,33155285315404E-03;8,33173592126386E-03;8,33191552690114E-03;8,33209166984201E-03;8,33226434986748E-03;8,33243356676343E-03;8,33259932032063E-03;8,33276161033474E-03;8,33292043660628E-03;8,3330757989407E-03;8,33322769714829E-03;8,33337613104424E-03;8,33352110044862E-03;8,33366260518641E-03;8,33380064508745E-03;8,33393521998646E-03;8,33406632972308E-03;8,33419397414181E-03;8,33431815309205E-03;8,33443886642809E-03;8,33455611400908E-03;8,33466989569909E-03;8,33478021136708E-03;8,33488706088687E-03;8,3349904441372E-03;8,33509036100168E-03;8,33518681136881E-03;0,008335279795132;8,33536931218952E-03;8,33545536244455E-03;8,33553794580516E-03;8,3356170621843E-03;8,33569271149982E-03;8,33576489367445E-03;8,33583360863582E-03;8,33589885631645E-03;8,33596063665374E-03;0,00833601894959;8,33607379507242E-03;8,33612517305308E-03;8,33617308348895E-03;8,33621752634189E-03;8,33625850157866E-03;8,3362960091709E-03;8,33633004909515E-03;8,33636062133283E-03;8,33638772587026E-03;8,33641136269865E-03;8,33643153181409E-03;8,33644823321757E-03;8,33646146691498E-03;8,33647123291707E-03;8,33647753123951E-03;8,33648036190285E-03;8,33647972493252E-03;8,33647562035884E-03;8,33646804821704E-03;8,33645700854721E-03;8,33644250139436E-03;8,33642452680835E-03;8,33640308484396E-03;8,33637817556085E-03;8,33634979902356E-03;8,33631795530151E-03;8,33628264446904E-03;8,33624386660533E-03;8,33620162179449E-03;8,33615591012548E-03;8,33610673169217E-03;8,3360540865933E-03;8,33599797493251E-03;8,33593839681829E-03;8,33587535236407E-03;8,3358088416881E-03;8,33573886491356E-03;8,33566542216849E-03;8,33558851358581E-03;8,33550813930334E-03;8,33542429946376E-03;8,33533699421463E-03;8,33524622370841E-03;8,33515198810241E-03;8,33505428755885E-03;8,33495312224481E-03;8,33484849233223E-03;8,33474039799796E-03;8,33462883942371E-03;8,33451381679605E-03;8,33439533030646E-03
1;2030;8,32408990172634E-03;8,32437477830126E-03;8,32465636905964E-03;8,32493467365957E-03;8,32520969176324E-03;8,32548142303699E-03;8,32574986715131E-03;8,32601502378083E-03;8,3262768926043E-03;8,32653547330462E-03;8,32679076556883E-03;8,32704276908813E-03;8,32729148355784E-03;8,32753690867743E-03;8,32777904415053E-03;8,32801788968488E-03;8,3282534449924E-03;8,32848570978914E-03;8,32871468379529E-03;8,32894036673521E-03;8,32916275833739E-03;8,32938185833448E-03;8,32959766646325E-03;8,32981018246467E-03;8,33001940608381E-03;8,33022533706992E-03;8,3304279751764E-03;8,33062732016079E-03;8,33082337178478E-03;8,33101612981423E-03;8,33120559401915E-03;8,33139176417369E-03;8,33157464005616E-03;8,33175422144903E-03;8,33193050813893E-03;8,33210349991662E-03;8,33227319657705E-03;8,33243959791931E-03;8,33260270374664E-03;8,33276251386644E-03;8,33291902809029E-03;8,3330722462339E-03;8,33322216811715E-03;8,33336879356408E-03;8,33351212240289E-03;8,33365215446593E-03;8,33378888958972E-03;8,33392232761493E-03;8,33405246838642E-03;8,33417931175317E-03;8,33430285756834E-03;8,33442310568926E-03;8,33454005597741E-03;8,33465370829844E-03;8,33476406252215E-03;8,33487111852251E-03;8,33497487617765E-03;8,33507533536988E-03;8,33517249598565E-03;8,33526635791559E-03;8,33535692105447E-03;8,33544418530126E-03;8,33552815055905E-03;8,33560881673514E-03;8,33568618374097E-03;8,33576025149213E-03;8,33583101990842E-03;8,33589848891375E-03;8,33596265843623E-03;8,33602352840813E-03;8,33608109876588E-03;8,33613536945007E-03;8,33618634040547E-03;8,33623401158101E-03;8,33627838292978E-03;8,33631945440903E-03;8,33635722598018E-03;8,33639169760884E-03;8,33642286926474E-03;8,33645074092182E-03;8,33647531255816E-03;0,008336496584156;8,33651455570177E-03;8,33652922718604E-03;8,33654059860356E-03;8,33654866995326E-03;8,33655344123819E-03;8,33655491246561E-03;8,33655308364693E-03;8,33654795479772E-03;8,33653952593772E-03;8,33652779709082E-03;8,3365127682851E-03;8,3364944395528E-03;8,3364728109303E-03;8,33644788245817E-03;8,33641965418114E-03;8,33638812614809E-03;8,33635329841208E-03;8,33631517103032E-03;8,33627374406419E-03;8,33622901757925E-03;8,33618099164519E-03;8,33612966633588E-03;8,33607504172936E-03;8,33601711790782E-03;8,33595589495761E-03;8,33589137296926E-03;8,33582355203744E-03;8,33575243226099E-03;8,33567801374291E-03;8,33560029659038E-03;8,33551928091469E-03;8,33543496683135E-03;8,33534735445999E-03;8,33525644392441E-03;8,33516223535257E-03;8,33506472887659E-03;8,33496392463274E-03;8,33485982276147E-03
2;2030;8,32418142208553E-03;8,32447510258152E-03;8,32476523508075E-03;8,32505181919192E-03;8,32533485452889E-03;8,32561434071066E-03;8,32589027736138E-03;8,32616266411036E-03;8,32643150059205E-03;8,32669678644609E-03;8,32695852131725E-03;8,32721670485545E-03;8,32747133671578E-03;8,32772241655849E-03;0,008327969944049;8,32821391885787E-03;8,32845434066083E-03;8,32869120913878E-03;8,32892452397776E-03;8,32915428486902E-03;8,32938049150892E-03;8,32960314359903E-03;8,32982224084605E-03;8,33003778296189E-03;8,33024976966358E-03;8,33045820067335E-03;8,33066307571859E-03;8,33086439453187E-03;8,33106215685092E-03;8,33125636241863E-03;8,33144701098309E-03;8,33163410229755E-03;8,33181763612041E-03;8,33199761221529E-03;8,33217403035095E-03;8,33234689030133E-03;8,33251619184555E-03;8,33268193476791E-03;8,33284411885789E-03;8,33300274391012E-03;8,33315780972445E-03;8,33330931610587E-03;8,33345726286457E-03;8,3336016498159E-03;8,33374247678042E-03;8,33387974358384E-03;8,33401345005707E-03;8,33414359603618E-03;8,33427018136244E-03;8,3343932058823E-03;8,33451266944737E-03;8,33462857191447E-03;8,33474091314559E-03;8,3348496930079E-03;8,33495491137374E-03;8,33505656812067E-03;8,3351546631314E-03;8,33524919629384E-03;8,33534016750107E-03;8,33542757665136E-03;8,33551142364818E-03;8,33559170840015E-03;8,33566843082111E-03;8,33574159083007E-03;8,33581118835121E-03;8,33587722331392E-03;8,33593969565275E-03;8,33599860530746E-03;8,33605395222298E-03;8,33610573634942E-03;8,33615395764209E-03;8,33619861606148E-03;8,33623971157324E-03;8,33627724414826E-03;8,33631121376255E-03;8,33634162039736E-03;8,33636846403909E-03;8,33639174467934E-03;8,33641146231489E-03;8,33642761694771E-03;8,33644020858494E-03;8,33644923723892E-03;8,33645470292717E-03;8,33645660567239E-03;8,33645494550246E-03;8,33644972245046E-03;8,33644093655463E-03;8,33642858785841E-03;8,33641267641042E-03;8,33639320226446E-03;8,33637016547951E-03;8,33634356611974E-03;8,33631340425449E-03;8,3362796799583E-03;8,33624239331086E-03;8,33620154439708E-03;8,33615713330701E-03;8,33610916013591E-03;8,33605762498421E-03;8,33600252795752E-03;8,33594386916661E-03;8,33588164872747E-03;8,33581586676121E-03;8,33574652339418E-03;8,33567361875787E-03;8,33559715298894E-03;8,33551712622924E-03;8,3354335386258E-03;8,33534639033082E-03;8,33525568150166E-03;8,33516141230088E-03;8,33506358289619E-03;8,33496219346048E-03;8,33485724417181E-03;8,33474873521342E-03;8,33463666677371E-03;8,33452103904625E-03;8,33440185222978E-03;8,33427910652822E-03;8,33415280215063E-03
3;2030;8,32417237723833E-03;8,32446495567755E-03;8,32475401790175E-03;8,32503956352504E-03;8,32532159216659E-03;8,32560010345066E-03;8,32587509700657E-03;8,3261465724687E-03;8,32641452947652E-03;8,32667896767456E-03;8,32693988671242E-03;8,32719728624477E-03;8,32745116593138E-03;8,32770152543705E-03;8,32794836443171E-03;8,32819168259032E-03;8,32843147959295E-03;8,32866775512473E-03;8,32890050887588E-03;8,32912974054169E-03;8,32935544982254E-03;8,32957763642389E-03;8,32979630005629E-03;8,33001144043535E-03;8,33022305728179E-03;8,33043115032139E-03;8,33063571928504E-03;8,33083676390871E-03;8,33103428393344E-03;8,33122827910537E-03;8,33141874917573E-03;8,33160569390084E-03;8,33178911304209E-03;8,33196900636599E-03;8,33214537364412E-03;8,33231821465315E-03;8,33248752917485E-03;8,33265331699608E-03;8,3328155779088E-03;8,33297431171003E-03;8,33312951820193E-03;8,33328119719172E-03;8,33342934849173E-03;8,33357397191938E-03;8,33371506729718E-03;8,33385263445274E-03;8,33398667321877E-03;8,33411718343307E-03;8,33424416493855E-03;8,33436761758319E-03;8,33448754122009E-03;8,33460393570744E-03;8,33471680090853E-03;8,33482613669174E-03;8,33493194293056E-03;8,33503421950358E-03;8,33513296629447E-03;8,33522818319201E-03;8,33531987009009E-03;8,33540802688768E-03;8,33549265348887E-03;8,33557374980283E-03;8,33565131574384E-03;8,33572535123128E-03;8,33579585618962E-03;8,33586283054845E-03;8,33592627424244E-03;8,33598618721137E-03;8,33604256940012E-03;8,33609542075867E-03;8,3361447412421E-03;8,33619053081059E-03;8,33623278942941E-03;8,33627151706895E-03;8,33630671370469E-03;8,33633837931721E-03;8,33636651389219E-03;8,33639111742041E-03;8,33641218989774E-03;8,33642973132517E-03;8,33644374170878E-03;8,33645422105975E-03;8,33646116939434E-03;8,33646458673395E-03;8,33646447310504E-03;8,3364608285392E-03;8,33645365307308E-03;8,33644294674846E-03;8,33642870961222E-03;8,33641094171631E-03;8,3363896431178E-03;8,33636481387884E-03;8,3363364540667E-03;8,33630456375373E-03;8,33626914301737E-03;8,33623019194017E-03;8,33618771060977E-03;8,33614169911891E-03;8,3360921575654E-03;8,33603908605217E-03;8,33598248468724E-03;8,33592235358371E-03;8,33585869285979E-03;8,33579150263877E-03;8,33572078304903E-03;8,33564653422405E-03;8,33556875630239E-03;8,3354874494277E-03;8,33540261374874E-03;8,33531424941933E-03;8,33522235659839E-03;8,33512693544994E-03;8,33502798614307E-03;8,33492550885196E-03;8,33481950375587E-03;8,33470997103916E-03;8,33459691089126E-03;8,3344803235067E-03;8,33436020908507E-03;8,33423656783106E-03
4;2030;8,32418662098326E-03;8,3244769334107E-03;8,32476378099197E-03;0,008325047163348;8,32532708010471E-03;0,008325603530893;8,3258765153488E-03;8,32614603311305E-03;8,32641208383167E-03;8,32667466715562E-03;8,32693378274083E-03;8,32718943024828E-03;8,32744160934394E-03;8,32769031969879E-03;8,32793556098884E-03;8,32817733289508E-03;8,32841563510354E-03;8,32865046730526E-03;8,3288818291963E-03;8,32910972047773E-03;8,32933414085564E-03;8,32955509004112E-03;8,32977256775031E-03;8,32998657370435E-03;8,33019710762941E-03;8,33040416925666E-03;8,33060775832232E-03;8,33080787456762E-03;8,3310045177388E-03;8,33119768758715E-03;8,33138738386895E-03;8,33157360634554E-03;8,33175635478326E-03;8,33193562895349E-03;8,33211142863263E-03;8,3322837536021E-03;8,33245260364837E-03;8,33261797856291E-03;8,33277987814223E-03;8,33293830218788E-03;8,33309325050643E-03;8,33324472290947E-03;8,33339271921364E-03;8,33353723924058E-03;8,33367828281701E-03;8,33381584977463E-03;8,33394993995019E-03;8,3340805531855E-03;8,33420768932736E-03;8,33433134822762E-03;8,33445152974317E-03;8,33456823373593E-03;8,33468146007284E-03;8,33479120862589E-03;8,3348974792721E-03;8,33500027189352E-03;8,33509958637723E-03;8,33519542261536E-03;8,33528778050507E-03;8,33537665994853E-03;8,33546206085299E-03;8,33554398313069E-03;8,33562242669894E-03;8,33569739148007E-03;8,33576887740144E-03;8,33583688439546E-03;8,33590141239956E-03;8,33596246135621E-03;8,33602003121294E-03;8,33607412192226E-03;8,33612473344178E-03;8,33617186573411E-03;8,33621551876688E-03;8,3362556925128E-03;8,33629238694958E-03;8,33632560205997E-03;8,33635533783177E-03;8,33638159425781E-03;8,33640437133594E-03;8,33642366906906E-03;8,3364394874651E-03;8,33645182653702E-03;8,33646068630283E-03;8,33646606678554E-03;8,33646796801324E-03;8,33646639001901E-03;8,33646133284099E-03;8,33645279652234E-03;8,33644078111125E-03;8,33642528666097E-03;8,33640631322974E-03;8,33638386088085E-03;8,33635792968264E-03;8,33632851970845E-03;8,33629563103666E-03;8,33625926375069E-03;8,33621941793898E-03;8,33617609369501E-03;8,33612929111726E-03;8,33607901030927E-03;8,33602525137959E-03;8,33596801444181E-03;8,33590729961453E-03;8,33584310702139E-03;8,33577543679104E-03;8,33570428905717E-03;8,33562966395849E-03;8,33555156163872E-03;8,33546998224663E-03;8,33538492593599E-03;8,33529639286559E-03;8,33520438319926E-03;8,33510889710583E-03;8,33500993475917E-03;8,33490749633814E-03;8,33480158202666E-03;8,33469219201362E-03;8,33457932649296E-03;8,33446298566363E-03;8,33434316972958E-03
1;2031;8,32412197572419E-03;8,32440694389038E-03;8,32468861024321E-03;8,32496697443523E-03;8,32524203612333E-03;8,32551379496871E-03;8,32578225063688E-03;8,3260474027977E-03;8,32630925112533E-03;8,32656779529827E-03;8,32682303499932E-03;8,32707496991563E-03;8,32732359973866E-03;8,32756892416422E-03;8,32781094289242E-03;8,32804965562771E-03;8,32828506207886E-03;0,008328517161959;8,32874595498555E-03;8,32897144088028E-03;8,32919361936929E-03;8,32941249018302E-03;8,32962805305624E-03;8,32984030772802E-03;8,33004925394183E-03;8,3302548914454E-03;8,33045721999086E-03;8,33065623933463E-03;8,33085194923749E-03;8,33104434946456E-03;8,33123343978526E-03;8,3314192199734E-03;8,3316016898071E-03;8,33178084906881E-03;8,33195669754533E-03;8,33212923502782E-03;8,33229846131174E-03;8,33246437619692E-03;8,33262697948752E-03;8,33278627099205E-03;8,33294225052334E-03;8,33309491789859E-03;8,33324427293933E-03;8,33339031547142E-03;8,33353304532509E-03;8,33367246233489E-03;8,33380856633973E-03;8,33394135718285E-03;8,33407083471185E-03;8,33419699877866E-03;8,33431984923957E-03;8,33443938595519E-03;8,33455560879052E-03;8,33466851761485E-03;8,33477811230186E-03;8,33488439272956E-03;8,33498735878031E-03;8,33508701034082E-03;8,33518334730212E-03;8,33527636955963E-03;8,33536607701309E-03;8,33545246956659E-03;8,33553554712858E-03;8,33561530961184E-03;8,3356917569335E-03;8,33576488901506E-03;8,33583470578235E-03;8,33590120716555E-03;8,33596439309918E-03;8,33602426352213E-03;8,33608081837762E-03;8,33613405761323E-03;8,33618398118087E-03;8,33623058903682E-03;8,3362738811417E-03;8,33631385746048E-03;8,33635051796247E-03;8,33638386262134E-03;8,3364138914151E-03;8,33644060432611E-03;8,33646400134108E-03;8,33648408245107E-03;8,33650084765148E-03;8,33651429694208E-03;8,33652443032695E-03;8,33653124781454E-03;8,33653474941767E-03;8,33653493515346E-03;8,33653180504341E-03;8,33652535911336E-03;8,33651559739349E-03;8,33650251991833E-03;8,33648612672677E-03;8,33646641786202E-03;8,33644339337166E-03;8,3364170533076E-03;8,33638739772611E-03;8,33635442668778E-03;8,33631814025758E-03;8,3362785385048E-03;8,33623562150308E-03;8,33618938933041E-03;8,3361398420691E-03;8,33608697980584E-03;8,33603080263164E-03;8,33597131064186E-03;8,3359085039362E-03;8,3358423826187E-03;8,33577294679773E-03;8,33570019658604E-03;8,33562413210067E-03;8,33554475346305E-03;8,3354620607989E-03;8,33537605423832E-03;8,33528673391573E-03;8,33519409996989E-03;8,33509815254391E-03;8,33499889178521E-03;8,33489631784557E-03;8,3347904308811E-03
