Area;Year;Size2;Size3;Size4;Size5;Size6;Size7;Size8;Size9;Size10;Size11;Size12;Size13;Size14;Size15;Size16;Size17;Size18;Size19;Size20;Size21;Size22;Size23;Size24;Size25;Size26;Size27;Size28;Size29;Size30;Size31;Size32;Size33;Size34;Size35;Size36;Size37;Size38;Size39;Size40;Size41;Size42;Size43;Size44;Size45;Size46;Size47;Size48;Size49;Size50;Size51;Size52;Size53;Size54;Size55;Size56;Size57;Size58;Size59;Size60;Size61;Size62;Size63;Size64;Size65;Size66;Size67;Size68;Size69;Size70;Size71;Size72;Size73;Size74;Size75;Size76;Size77;Size78;Size79;Size80;Size81;Size82;Size83;Size84;Size85;Size86;Size87;Size88;Size89;Size90;Size91;Size92;Size93;Size94;Size95;Size96;Size97;Size98;Size99;Size100;Size101;Size102;Size103;Size104;Size105;Size106;Size107;Size108;Size109;Size110;Size111;Size112;Size113;Size114;Size115;Size116;Size117;Size118;Size119;Size120;Size121
1;2019;8,32433671791987E-03;8,32463470614128E-03;8,32492897094311E-03;8,32521951189136E-03;8,32550632855833E-03;8,32578942052268E-03;8,32606878736936E-03;8,32634442868966E-03;8,3266163440812E-03;8,32688453314792E-03;8,32714899550009E-03;8,32740973075431E-03;8,32766673853351E-03;8,32792001846696E-03;8,32816957019026E-03;8,32841539334534E-03;8,32865748758047E-03;8,32889585255025E-03;8,32913048791564E-03;8,32936139334391E-03;8,32958856850869E-03;8,32981201308994E-03;8,33003172677398E-03;8,33024770925346E-03;8,33045996022736E-03;8,33066847940104E-03;8,33087326648617E-03;8,3310743212008E-03;8,3312716432693E-03;8,3314652324224E-03;8,33165508839719E-03;8,33184121093708E-03;8,33202359979187E-03;8,33220225471767E-03;8,33237717547699E-03;8,33254836183864E-03;8,33271581357783E-03;8,33287953047609E-03;8,33303951232132E-03;8,33319575890778E-03;8,33334827003608E-03;8,33349704551318E-03;8,3336420851524E-03;8,33378338877342E-03;8,33392095620229E-03;8,33405478727139E-03;8,33418488181947E-03;8,33431123969166E-03;8,33443386073942E-03;8,33455274482057E-03;8,33466789179932E-03;8,33477930154621E-03;8,33488697393815E-03;8,3349909088584E-03;8,33509110619661E-03;8,33518756584875E-03;8,33528028771719E-03;8,33536927171064E-03;8,33545451774417E-03;8,33553602573921E-03;8,33561379562355E-03;8,33568782733137E-03;8,33575812080316E-03;8,33582467598582E-03;8,33588749283257E-03;8,33594657130303E-03;8,33600191136314E-03;8,33605351298524E-03;0,008336101376148;8,33614550083646E-03;8,33618588704202E-03;8,33622253476245E-03;8,33625544400186E-03;8,33628461477073E-03;8,3363100470859E-03;8,33633174097057E-03;8,33634969645429E-03;8,33636391357296E-03;8,33637439236886E-03;8,33638113289061E-03;8,3363841351932E-03;8,33638339933795E-03;8,33637892539256E-03;8,33637071343108E-03;8,3363587635339E-03;8,33634307578779E-03;8,33632365028583E-03;8,3363004871275E-03;8,3362735864186E-03;8,33624294827129E-03;8,33620857280408E-03;8,33617046014183E-03;8,33612861041575E-03;8,33608302376338E-03;8,33603370032865E-03;8,33598064026178E-03;8,33592384371937E-03;8,33586331086436E-03;8,33579904186603E-03;0,0083357310369;8,33565929614822E-03;8,33558381979902E-03;8,33550460804702E-03;8,33542166109321E-03;8,3353349791449E-03;8,33524456241575E-03;8,33515041112574E-03;8,33505252550119E-03;8,33495090577477E-03;8,33484555218544E-03;8,33473646497854E-03;8,33462364440569E-03;8,33450709072488E-03;8,33438680420039E-03;8,33426278510285E-03;8,33413503370921E-03;8,33400355030272E-03;8,33386833517298E-03;8,3337293886159E-03;8,33358671093369E-03
2;2019;8,32438704551194E-03;8,32468858872368E-03;8,32498629694513E-03;8,32528016972018E-03;8,32557020659947E-03;8,3258564071405E-03;8,32613877090755E-03;8,32641729747173E-03;8,32669198641096E-03;8,32696283730998E-03;8,32722984976034E-03;8,32749302336041E-03;8,32775235771539E-03;8,32800785243731E-03;0,008328259507145;8,32850732146412E-03;8,32875129502717E-03;8,32899142747346E-03;8,32922771844915E-03;8,32946016760722E-03;8,32968877460746E-03;8,32991353911652E-03;8,33013446080787E-03;8,33035153936182E-03;8,3305647744655E-03;8,3307741658129E-03;8,33097971310483E-03;8,33118141604894E-03;8,33137927435972E-03;8,3315732877585E-03;8,33176345597345E-03;8,33194977873958E-03;8,33213225579874E-03;8,33231088689964E-03;8,3324856717978E-03;8,33265661025562E-03;8,33282370204232E-03;8,33298694693398E-03;8,33314634471352E-03;8,3333018951707E-03;8,33345359810215E-03;8,33360145331131E-03;8,3337454606085E-03;8,33388561981089E-03;8,33402193074248E-03;8,33415439323413E-03;8,33428300712355E-03;8,33440777225529E-03;8,33452868848078E-03;8,33464575565826E-03;8,33475897365285E-03;8,33486834233652E-03;8,33497386158807E-03;8,33507553129319E-03;8,33517335134439E-03;8,33526732164104E-03;8,33535744208936E-03;8,33544371260244E-03;8,33552613310021E-03;8,33560470350944E-03;8,33567942376378E-03;8,33575029380371E-03;8,33581731357658E-03;8,33588048303657E-03;8,33593980214473E-03;8,33599527086896E-03;8,33604688918401E-03;8,33609465707149E-03;8,33613857451984E-03;8,33617864152437E-03;8,33621485808723E-03;8,33624722421743E-03;8,33627573993084E-03;8,33630040525015E-03;8,33632122020492E-03;8,33633818483156E-03;8,33635129917332E-03;8,33636056328031E-03;8,33636597720947E-03;8,33636754102461E-03;8,33636525479636E-03;8,33635911860223E-03;8,33634913252653E-03;8,33633529666046E-03;8,33631761110204E-03;8,33629607595614E-03;8,33627069133447E-03;8,33624145735557E-03;8,33620837414485E-03;8,33617144183454E-03;8,33613066056371E-03;8,33608603047828E-03;8,33603755173098E-03;8,33598522448142E-03;0,008335929048896;0,008335869025148;8,33580515341749E-03;8,3357374338914E-03;8,33566586676349E-03;8,33559045223434E-03;8,33551119051136E-03;8,33542808180879E-03;8,33534112634772E-03;8,33525032435602E-03;8,33515567606843E-03;8,33505718172648E-03;8,33495484157854E-03;8,33484865587979E-03;8,33473862489225E-03;8,33462474888473E-03;8,33450702813286E-03;8,33438546291912E-03;8,33426005353276E-03;8,33413080026986E-03;8,33399770343331E-03;8,33386076333282E-03;8,33371998028489E-03;8,33357535461283E-03;8,33342688664676E-03;8,3332745767236E-03
3;2019;8,32423337988345E-03;8,32452420283264E-03;8,32481152805804E-03;8,32509535517101E-03;8,32537568378821E-03;8,32565251353156E-03;8,32592584402834E-03;8,32619567491106E-03;8,32646200581758E-03;8,32672483639104E-03;8,32698416627986E-03;8,32723999513779E-03;8,32749232262387E-03;8,32774114840245E-03;8,32798647214317E-03;8,32822829352099E-03;8,32846661221617E-03;8,32870142791427E-03;8,32893274030617E-03;8,32916054908804E-03;8,32938485396139E-03;8,32960565463301E-03;8,32982295081501E-03;8,33003674222482E-03;8,33024702858518E-03;8,33045380962412E-03;8,33065708507503E-03;8,33085685467657E-03;8,33105311817273E-03;8,33124587531283E-03;8,3314351258515E-03;8,33162086954867E-03;8,3318031061696E-03;8,33198183548488E-03;8,3321570572704E-03;8,33232877130738E-03;8,33249697738236E-03;8,33266167528719E-03;8,33282286481906E-03;8,33298054578046E-03;8,33313471797922E-03;8,33328538122849E-03;8,33343253534672E-03;8,33357618015772E-03;8,33371631549059E-03;8,33385294117978E-03;8,33398605706505E-03;8,33411566299149E-03;8,33424175880951E-03;8,33436434437485E-03;8,33448341954857E-03;8,33459898419707E-03;8,33471103819206E-03;8,33481958141058E-03;0,008334924613735;8,33502613505302E-03;8,33512414525766E-03;8,33521864424728E-03;8,33530963192553E-03;8,33539710820144E-03;8,33548107298933E-03;8,33556152620886E-03;8,33563846778502E-03;8,33571189764813E-03;8,33578181573381E-03;8,33584822198305E-03;8,33591111634213E-03;8,33597049876269E-03;8,33602636920168E-03;8,33607872762136E-03;8,33612757398936E-03;8,3361729082786E-03;8,33621473046734E-03;8,33625304053917E-03;0,008336287838483;8,33631912429308E-03;8,33634689796897E-03;8,33637115951556E-03;8,33639190894307E-03;8,33640914626705E-03;8,33642287150836E-03;8,3364330846932E-03;8,33643978585309E-03;8,33644297502487E-03;8,33644265225071E-03;8,33643881757811E-03;8,33643147105986E-03;8,33642061275412E-03;8,33640624272433E-03;8,33638836103929E-03;8,3363669677731E-03;8,33634206300517E-03;8,33631364682025E-03;8,33628171930842E-03;8,33624628056504E-03;8,33620733069083E-03;8,3361648697918E-03;8,3361188979793E-03;8,33606941536997E-03;8,3360164220858E-03;8,33595991825406E-03;8,33589990400737E-03;8,33583637948364E-03;8,3357693448261E-03;8,33569880018329E-03;8,33562474570908E-03;8,33554718156263E-03;8,33546610790842E-03;8,33538152491624E-03;8,33529343276119E-03;8,33520183162367E-03;8,3351067216894E-03;8,3350081031494E-03;0,0083349059762;8,33480034104282E-03;8,3346911978848E-03;8,33457854693818E-03;8,3344623884205E-03;8,3343427225546E-03;8,33421954956862E-03
4;2019;8,32418318198953E-03;8,32447301649879E-03;8,32475939974618E-03;8,3250423313552E-03;8,32532181095432E-03;8,32559783817695E-03;8,32587041266144E-03;8,3261395340511E-03;8,32640520199416E-03;8,32666741614382E-03;8,32692617615823E-03;8,32718148170048E-03;8,3274333324386E-03;8,32768172804561E-03;8,32792666819944E-03;0,008328168152583;8,32840618088413E-03;8,32864075279566E-03;8,32887186801535E-03;8,32909952624592E-03;8,32932372719504E-03;8,32954447057536E-03;8,32976175610448E-03;8,32997558350494E-03;8,33018595250427E-03;8,33039286283494E-03;8,33059631423439E-03;8,33079630644502E-03;8,33099283921419E-03;8,33118591229423E-03;8,33137552544242E-03;8,33156167842103E-03;8,33174437099727E-03;8,33192360294333E-03;8,33209937403635E-03;8,33227168405847E-03;8,33244053279676E-03;8,33260592004327E-03;8,33276784559504E-03;8,33292630925404E-03;8,33308131082725E-03;8,33323285012658E-03;8,33338092696894E-03;8,33352554117619E-03;8,33366669257518E-03;8,33380438099772E-03;8,33393860628059E-03;8,33406936826555E-03;8,33419666679932E-03;8,33432050173361E-03;8,33444087292508E-03;8,33455778023538E-03;8,33467122353113E-03;8,33478120268393E-03;8,33488771757033E-03;8,33499076807189E-03;8,3350903540751E-03;8,33518647547147E-03;8,33527913215746E-03;8,3353683240345E-03;8,33545405100901E-03;8,33553631299238E-03;8,33561510990097E-03;8,33569044165612E-03;8,33576230818414E-03;8,33583070941633E-03;8,33589564528894E-03;8,33595711574323E-03;8,3360151207254E-03;8,33606966018664E-03;8,33612073408313E-03;0,008336168342376;8,33621248503138E-03;8,33625316202036E-03;0,008336290373319;8,33632411890835E-03;8,33635439877443E-03;8,33638121290823E-03;8,33640456130573E-03;8,33642444396786E-03;8,33644086090053E-03;8,33645381211466E-03;8,33646329762609E-03;8,33646931745567E-03;8,33647187162922E-03;8,33647096017752E-03;8,33646658313633E-03;8,33645874054639E-03;8,3364474324534E-03;8,33643265890804E-03;8,33641441996597E-03;8,33639271568779E-03;8,33636754613911E-03;8,3363389113905E-03;8,33630681151747E-03;8,33627124660055E-03;8,33623221672521E-03;8,33618972198188E-03;8,33614376246599E-03;8,33609433827792E-03;0,008336041449523;8,33598509631157E-03;8,33592527875891E-03;8,33586199698525E-03;8,33579525111583E-03;8,33572504128083E-03;8,33565136761538E-03;8,3355742302596E-03;8,33549362935857E-03;8,33540956506233E-03;8,33532203752585E-03;8,33523104690913E-03;8,33513659337707E-03;8,33503867709955E-03;8,33493729825143E-03;8,3348324570125E-03;8,33472415356752E-03;8,3346123881062E-03;8,33449716082323E-03;8,33437847191824E-03
1;2020;8,32425498357122E-03;8,32455074889285E-03;8,32484288200322E-03;8,3251313824908E-03;8,32541624994975E-03;8,32569748397992E-03;8,32597508418689E-03;8,3262490501819E-03;8,3265193815819E-03;8,32678607800955E-03;8,32704913909319E-03;8,32730856446688E-03;8,32756435377037E-03;8,32781650664913E-03;8,32806502275432E-03;8,32830990174281E-03;8,32855114327718E-03;8,32878874702572E-03;8,32902271266242E-03;8,32925303986698E-03;8,32947972832483E-03;8,32970277772708E-03;8,32992218777059E-03;8,33013795815789E-03;8,33035008859726E-03;8,33055857880267E-03;8,33076342849383E-03;8,33096463739614E-03;8,33116220524075E-03;8,33135613176449E-03;8,33154641670993E-03;8,33173305982537E-03;8,3319160608648E-03;8,33209541958795E-03;8,33227113576027E-03;8,33244320915293E-03;8,33261163954283E-03;8,33277642671258E-03;8,33293757045051E-03;8,33309507055069E-03;8,3332489268129E-03;8,33339913904267E-03;8,33354570705122E-03;8,33368863065552E-03;8,33382790967827E-03;8,33396354394787E-03;8,33409553329847E-03;8,33422387756995E-03;8,3343485766079E-03;8,33446963026365E-03;8,33458703839426E-03;8,33470080086252E-03;8,33481091753693E-03;8,33491738829174E-03;8,33502021300692E-03;8,33511939156818E-03;8,33521492386696E-03;8,3353068098004E-03;8,33539504927142E-03;8,33547964218863E-03;8,33556058846638E-03;8,33563788802476E-03;8,33571154078959E-03;8,33578154669241E-03;8,33584790567051E-03;8,33591061766688E-03;8,33596968263028E-03;8,33602510051516E-03;8,33607687128174E-03;8,33612499489593E-03;8,33616947132941E-03;8,33621030055957E-03;8,33624748256952E-03;8,33628101734812E-03;8,33631090488996E-03;8,33633714519535E-03;8,33635973827033E-03;8,33637868412668E-03;8,33639398278188E-03;8,33640563425919E-03;8,33641363858754E-03;8,33641799580164E-03;8,33641870594189E-03;8,33641576905444E-03;8,33640918519116E-03;8,33639895440965E-03;8,33638507677323E-03;8,33636755235096E-03;8,3363463812176E-03;8,33632156345365E-03;8,33629309914535E-03;8,33626098838464E-03;8,3362252312692E-03;8,33618582790242E-03;8,33614277839343E-03;8,33609608285706E-03;8,33604574141387E-03;8,33599175419016E-03;8,33593412131792E-03;8,33587284293488E-03;8,33580791918448E-03;8,33573935021588E-03;8,33566713618396E-03;8,33559127724932E-03;8,33551177357825E-03;8,3354286253428E-03;8,3353418327207E-03;8,3352513958954E-03;8,33515731505607E-03;8,33505959039759E-03;8,33495822212054E-03;8,33485321043123E-03;8,33474455554167E-03;8,33463225766957E-03;8,33451631703835E-03;8,33439673387715E-03;8,33427350842081E-03;8,33414664090986E-03;8,33401613159054E-03;8,3338819807148E-03
2;2020;8,32441797521538E-03;8,32472319679207E-03;8,32502447695715E-03;8,3253218152352E-03;8,32561521115798E-03;8,32590466426441E-03;8,3261901741006E-03;8,32647174021985E-03;8,32674936218264E-03;8,32702303955664E-03;8,32729277191672E-03;8,32755855884491E-03;8,32782039993045E-03;8,32807829476978E-03;8,32833224296652E-03;8,3285822441315E-03;8,32882829788272E-03;8,32907040384541E-03;8,32930856165198E-03;8,32954277094205E-03;8,32977303136244E-03;8,32999934256715E-03;8,33022170421743E-03;8,3304401159817E-03;8,33065457753559E-03;8,33086508856195E-03;8,33107164875083E-03;8,33127425779949E-03;8,3314729154124E-03;8,33166762130124E-03;8,33185837518492E-03;8,33204517678952E-03;8,33222802584839E-03;8,33240692210204E-03;8,33258186529824E-03;8,33275285519195E-03;8,33291989154536E-03;8,33308297412786E-03;8,33324210271608E-03;8,33339727709385E-03;8,33354849705223E-03;8,33369576238951E-03;8,33383907291117E-03;8,33397842842995E-03;8,33411382876578E-03;8,33424527374582E-03;8,33437276320446E-03;8,33449629698331E-03;8,33461587493121E-03;8,33473149690419E-03;8,33484316276556E-03;8,3349508723858E-03;8,33505462564265E-03;8,33515442242106E-03;8,3352502626132E-03;8,33534214611848E-03;8,33543007284353E-03;8,33551404270219E-03;8,33559405561555E-03;8,33567011151189E-03;8,33574221032676E-03;8,33581035200291E-03;8,33587453649031E-03;8,33593476374617E-03;8,3359910337349E-03;8,33604334642818E-03;8,33609170180486E-03;8,33613609985106E-03;8,3361765405601E-03;8,33621302393253E-03;8,33624554997612E-03;8,33627411870586E-03;8,33629873014399E-03;8,33631938431993E-03;8,33633608127036E-03;8,33634882103915E-03;8,33635760367742E-03;8,33636242924349E-03;8,33636329780291E-03;8,33636020942845E-03;8,33635316420009E-03;8,33634216220504E-03;8,33632720353772E-03;8,33630828829976E-03;8,33628541660003E-03;8,3362585885546E-03;8,33622780428674E-03;8,33619306392697E-03;8,33615436761299E-03;8,33611171548973E-03;8,33606510770933E-03;8,33601454443113E-03;8,33596002582169E-03;8,33590155205478E-03;8,33583912331136E-03;8,33577273977962E-03;8,33570240165495E-03;8,33562810913993E-03;8,33554986244435E-03;8,33546766178521E-03;8,33538150738671E-03;8,33529139948023E-03;8,33519733830438E-03;8,33509932410494E-03;8,3349973571349E-03;8,33489143765444E-03;8,33478156593094E-03;8,33466774223895E-03;8,33454996686025E-03;8,33442824008376E-03;8,33430256220562E-03;8,33417293352916E-03;8,33403935436487E-03;8,33390182503043E-03;8,33376034585072E-03;8,33361491715778E-03;8,33346553929083E-03;8,33331221259628E-03;8,33315493742769E-03;8,33299371414581E-03
3;2020;8,32427711306496E-03;8,32457102895874E-03;8,3248613500869E-03;8,32514807604175E-03;8,32543120642132E-03;8,32571074082934E-03;8,32598667887524E-03;8,32625902017415E-03;8,32652776434691E-03;8,32679291102008E-03;8,3270544598259E-03;8,32731241040235E-03;8,32756676239311E-03;8,32781751544756E-03;8,32806466922081E-03;8,32830822337368E-03;8,32854817757269E-03;8,3287845314901E-03;8,32901728480386E-03;8,32924643719767E-03;8,32947198836092E-03;8,32969393798873E-03;8,32991228578195E-03;8,33012703144713E-03;8,33033817469657E-03;8,33054571524826E-03;8,33074965282594E-03;8,33094998715908E-03;8,33114671798283E-03;8,33133984503812E-03;8,33152936807157E-03;8,33171528683555E-03;8,33189760108815E-03;8,33207631059318E-03;8,3322514151202E-03;8,33242291444447E-03;0,008332590808347;8,33275509661453E-03;8,33291577903954E-03;8,33307285542022E-03;8,33322632556051E-03;8,33337618927008E-03;8,33352244636431E-03;8,33366509666436E-03;8,33380413999709E-03;8,3339395761951E-03;8,33407140509673E-03;8,33419962654605E-03;8,33432424039289E-03;8,33444524649277E-03;8,33456264470698E-03;8,33467643490255E-03;8,33478661695223E-03;8,3348931907345E-03;8,33499615613361E-03;8,33509551303952E-03;8,33519126134793E-03;8,33528340096028E-03;8,33537193178377E-03;8,3354568537313E-03;8,33553816672154E-03;8,33561587067887E-03;8,33568996553344E-03;8,33576045122111E-03;8,33582732768349E-03;8,33589059486793E-03;8,33595025272752E-03;8,33600630122108E-03;8,33605874031317E-03;8,3361075699741E-03;8,33615279017989E-03;8,33619440091233E-03;8,33623240215892E-03;8,33626679391292E-03;8,33629757617332E-03;8,33632474894483E-03;8,33634831223791E-03;8,33636826606877E-03;8,33638461045932E-03;8,33639734543726E-03;8,33640647103596E-03;8,33641198729457E-03;8,33641389425797E-03;8,33641219197676E-03;8,33640688050727E-03;8,33639795991159E-03;8,33638543025752E-03;8,33636929161859E-03;8,33634954407408E-03;8,33632618770899E-03;8,33629922261405E-03;8,33626864888572E-03;8,33623446662619E-03;8,33619667594339E-03;8,33615527695096E-03;8,33611026976828E-03;8,33606165452046E-03;8,33600943133833E-03;8,33595360035843E-03;8,33589416172306E-03;8,3358311155802E-03;8,33576446208361E-03;8,33569420139272E-03;8,3356203336727E-03;8,33554285909446E-03;8,3354617778346E-03;8,33537709007546E-03;8,33528879600508E-03;8,33519689581724E-03;8,33510138971142E-03;8,33500227789281E-03;8,33489956057235E-03;8,33479323796664E-03;8,33468331029804E-03;8,33456977779459E-03;8,33445264069006E-03;8,33433189922391E-03;8,33420755364133E-03;8,33407960419321E-03;8,33394805113614E-03
4;2020;8,32414332369462E-03;8,3244310501796E-03;8,32471539583285E-03;8,32499636029267E-03;8,32527394320197E-03;8,32554814420826E-03;8,32581896296364E-03;8,3260863991248E-03;8,32635045235303E-03;8,32661112231422E-03;8,32686840867887E-03;8,32712231112207E-03;8,32737282932349E-03;8,32761996296744E-03;8,32786371174281E-03;8,32810407534309E-03;8,32834105346638E-03;8,32857464581539E-03;8,32880485209742E-03;8,32903167202439E-03;8,32925510531282E-03;8,32947515168384E-03;8,32969181086317E-03;8,32990508258117E-03;8,3301149665728E-03;8,33032146257759E-03;8,33052457033975E-03;8,33072428960803E-03;8,33092062013585E-03;8,3311135616812E-03;8,33130311400671E-03;8,33148927687961E-03;8,33167205007174E-03;8,33185143335956E-03;8,33202742652415E-03;8,33220002935119E-03;0,008332369241631;8,33253506315849E-03;8,3326974937332E-03;8,33285653315929E-03;8,33301218124552E-03;8,3331644378053E-03;8,33331330265661E-03;8,3334587756221E-03;0,008333600856529;8,33373954520919E-03;8,33387484149914E-03;8,33400674523997E-03;8,33413525627739E-03;8,33426037446175E-03;8,33438209964803E-03;8,3345004316958E-03;8,33461537046928E-03;8,33472691583729E-03;8,33483506767329E-03;8,33493982585536E-03;8,3350411902662E-03;8,33513916079312E-03;8,33523373732806E-03;8,33532491976761E-03;8,33541270801293E-03;8,33549710196986E-03;8,33557810154882E-03;8,33565570666488E-03;8,33572991723771E-03;8,33580073319163E-03;8,33586815445557E-03;8,33593218096309E-03;8,33599281265237E-03;8,3360500494662E-03;8,33610389135203E-03;8,3361543382619E-03;8,33620139015248E-03;8,33624504698509E-03;8,33628530872565E-03;8,3363221753447E-03;8,33635564681742E-03;8,33638572312361E-03;8,3364124042477E-03;8,33643569017872E-03;8,33645558091035E-03;8,33647207644088E-03;8,33648517677323E-03;8,33649488191494E-03;8,33650119187817E-03;8,33650410667972E-03;0,008336503626341;8,33649975088803E-03;8,33649248035147E-03;8,33648181476661E-03;8,33646775417334E-03;8,33645029861619E-03;8,33642944814431E-03;8,33640520281145E-03;8,33637756267601E-03;0,008336346527801;8,33631209825404E-03;8,33627427410739E-03;8,33623305543792E-03;8,33618844232711E-03;8,33614043486107E-03;8,33608903313054E-03;8,33603423723086E-03;8,33597604726199E-03;8,33591446332852E-03;8,33584948553965E-03;8,33578111400919E-03;8,33570934885558E-03;8,33563419020187E-03;8,33555563817572E-03;8,33547369290942E-03;8,33538835453985E-03;8,33529962320853E-03;8,33520749906159E-03;8,33511198224975E-03;8,33501307292837E-03;8,3349107712574E-03;8,33480507740142E-03;8,33469599152962E-03;8,33458351381578E-03
1;2021;8,32425749597782E-03;0,008324553161604;8,32484519647133E-03;8,32513360016815E-03;8,32541837228853E-03;8,32569951243225E-03;8,32597702020479E-03;8,32625089521737E-03;8,32652113708689E-03;8,32678774543601E-03;8,32705071989309E-03;8,32731006009219E-03;8,32756576567312E-03;8,3278178362814E-03;8,32806627156827E-03;8,32831107119071E-03;8,32855223481139E-03;8,32878976209875E-03;8,32902365272692E-03;8,32925390637579E-03;8,32948052273094E-03;8,32970350148371E-03;8,32992284233116E-03;8,33013854497609E-03;8,33035060912702E-03;8,3305590344982E-03;8,33076382080963E-03;8,33096496778703E-03;8,33116247516186E-03;8,33135634267132E-03;8,33154657005835E-03;8,3317331570716E-03;8,3319161034655E-03;8,33209540900018E-03;8,33227107344153E-03;8,33244309656118E-03;8,3326114781365E-03;8,33277621795059E-03;8,3329373157923E-03;8,33309477145621E-03;8,33324858474267E-03;8,33339875545776E-03;8,33354528341328E-03;8,3336881684268E-03;8,33382741032163E-03;8,33396300892683E-03;8,33409496407719E-03;8,33422327561326E-03;8,33434794338132E-03;8,33446896723341E-03;8,33458634702731E-03;8,33470008262655E-03;8,33481017390041E-03;8,33491662072391E-03;8,33501942297781E-03;8,33511858054864E-03;8,33521409332867E-03;8,3353059612159E-03;8,33539418411411E-03;8,3354787619328E-03;8,33555969458722E-03;8,33563698199839E-03;8,33571062409307E-03;8,33578062080375E-03;8,3358469720687E-03;8,33590967783191E-03;8,33596873804313E-03;8,33602415265786E-03;8,33607592163736E-03;8,33612404494861E-03;8,33616852256436E-03;8,33620935446311E-03;8,33624654062909E-03;8,33628008105229E-03;8,33630997572845E-03;8,33633622465906E-03;8,33635882785134E-03;8,33637778531827E-03;8,33639309707858E-03;8,33640476315674E-03;8,33641278358296E-03;8,33641715839322E-03;8,33641788762922E-03;8,3364149713384E-03;8,33640840957399E-03;8,33639820239491E-03;8,33638434986585E-03;8,33636685205725E-03;8,33634570904529E-03;8,33632092091187E-03;8,33629248774466E-03;8,33626040963706E-03;8,3362246866882E-03;8,33618531900298E-03;8,33614230669202E-03;8,33609564987167E-03;8,33604534866404E-03;8,33599140319696E-03;8,33593381360401E-03;8,33587258002451E-03;8,3358077026035E-03;8,33573918149177E-03;8,33566701684583E-03;8,33559120882794E-03;8,33551175760608E-03;8,33542866335397E-03;8,33534192625105E-03;8,33525154648252E-03;8,33515752423926E-03;8,33505985971794E-03;8,3349585531209E-03;8,33485360465625E-03;8,33474501453779E-03;8,33463278298508E-03;8,33451691022339E-03;8,3343973964837E-03;8,33427424200272E-03;8,33414744702289E-03;8,33401701179237E-03;8,33388293656503E-03
2;2021;8,32418762585704E-03;8,32448367699224E-03;8,32477611738999E-03;8,32506494664845E-03;8,32535016437109E-03;8,32563177016674E-03;8,32590976364958E-03;8,32618414443912E-03;8,32645491216019E-03;8,32672206644301E-03;8,32698560692311E-03;8,32724553324138E-03;8,32750184504405E-03;8,32775454198269E-03;8,32800362371425E-03;0,008328249089901;8,32849094021055E-03;8,32872917431591E-03;8,32896379189538E-03;8,32919479263267E-03;8,3294221762168E-03;8,32964594234217E-03;8,32986609070852E-03;8,33008262102096E-03;8,33029553298995E-03;8,33050482633129E-03;8,33071050076618E-03;8,33091255602113E-03;8,33111099182806E-03;8,3313058079242E-03;8,33149700405217E-03;8,33168457995995E-03;8,33186853540088E-03;8,33204887013366E-03;8,33222558392236E-03;8,33239867653639E-03;8,33256814775056E-03;8,33273399734502E-03;8,3328962251053E-03;8,33305483082229E-03;8,33320981429224E-03;8,33336117531677E-03;8,33350891370289E-03;8,33365302926294E-03;8,33379352181466E-03;8,33393039118114E-03;8,33406363719086E-03;8,33419325967763E-03;8,33431925848068E-03;8,33444163344458E-03;8,33456038441927E-03;8,33467551126007E-03;8,33478701382768E-03;8,33489489198816E-03;8,33499914561293E-03;8,33509977457881E-03;8,33519677876797E-03;8,33529015806797E-03;8,33537991237172E-03;8,33546604157753E-03;8,33554854558907E-03;8,33562742431538E-03;8,33570267767088E-03;8,33577430557536E-03;8,33584230795398E-03;8,33590668473729E-03;8,3359674358612E-03;0,008336024561267;8,33607806090136E-03;8,33612793471629E-03;8,33617418266922E-03;8,33621680472294E-03;8,3362558008456E-03;8,33629117101073E-03;8,33632291519724E-03;8,33635103338942E-03;8,33637552557692E-03;8,33639639175477E-03;8,33641363192337E-03;8,33642724608851E-03;8,33643723426133E-03;8,33644359645836E-03;8,33644633270149E-03;0,008336445443018;8,33644092744053E-03;8,3364327860071E-03;8,3364210187611E-03;8,33640562575128E-03;8,33638660703179E-03;8,33636396266212E-03;8,33633769270715E-03;8,33630779723714E-03;8,33627427632769E-03;8,3362371300598E-03;8,33619635851982E-03;8,33615196179949E-03;8,33610393999589E-03;8,3360522932115E-03;8,33599702155415E-03;8,33593812513705E-03;8,33587560407875E-03;8,33580945850321E-03;8,33573968853971E-03;8,33566629432294E-03;8,33558927599293E-03;8,33550863369507E-03;8,33542436758013E-03;8,33533647780424E-03;8,33524496452889E-03;8,33514982792093E-03;8,33505106815258E-03;8,33494868540141E-03;8,33484267985037E-03;8,33473305168775E-03;8,33461980110721E-03;8,33450292830777E-03;8,33438243349379E-03;8,33425831687502E-03;8,33413057866653E-03;8,33399921908877E-03
