Area;Age1;Age2;Age3;Age4;Age5;Age6;Age7;Age8;mu1;mu2;mu3;mu4;mu5;mu6;mu7;mu8;W1;W2;W3;W4;W5;W6;W7;W8Btotal;Bmature;Bvulnerable;Settlers.StYearMinus0
1;3,9896564908499;3,84517659837748;3,76860936147689;3,69355726148134;3,61999553488654;3,54789668947243;3,47723260739925;105,16366029188;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,6990835489522;172,192606870624;170,217637310021;170,263008561309;170,284828949486;170,296698223933;170,303726023306;170,308152354548;362,092580548355;42503,9932703673;42535,2897396916;39394,9097182707;3,9896564908499
2;3,9896564908499;3,84517659837748;3,76860936147689;3,69355726148134;3,61999553488654;3,54789668947243;3,47723260739925;105,175607868097;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,6996757297817;172,192606870624;170,217637310021;170,263008561309;170,284828949486;170,296698223933;170,303726023306;170,308152354548;362,097017552721;42508,7860637021;42540,3443131442;39399,6953289825;3,9896564908499
3;3,9896564908499;3,84517659837748;3,76860936147689;3,69355726148134;3,61999553488654;3,54789668947243;3,47723260739925;105,275967699708;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,7046447078975;172,192606870624;170,217637310021;170,263008561309;170,284828949486;170,296698223933;170,303726023306;170,308152354548;362,134248148987;42549,0455464608;42582,8026164665;39439,894545157;3,9896564908499
4;3,9896564908499;3,84517659837748;3,76860936147689;3,69355726148134;3,61999553488654;3,54789668947243;3,47723260739925;105,324952870192;48,7405088676469;60,4551068350603;69,5784449054485;76,683707738892;82,217291997506;86,5268517513061;89,8831402622587;96,7070666008598;172,192606870624;170,217637310021;170,263008561309;170,284828949486;170,296698223933;170,303726023306;170,308152354548;362,152394422274;42568,6960097231;42603,5262282528;39459,5156357622;3,9896564908499
