"","dummy","HR.Min.","HR.1st Qu.","HR.Median","HR.Mean","HR.3rd Qu.","HR.Max.","Catch.Min.","Catch.1st Qu.","Catch.Median","Catch.Mean","Catch.3rd Qu.","Catch.Max.","Effort.Min.","Effort.1st Qu.","Effort.Median","Effort.Mean","Effort.3rd Qu.","Effort.Max.","Bvulnerable.Min.","Bvulnerable.1st Qu.","Bvulnerable.Median","Bvulnerable.Mean","Bvulnerable.3rd Qu.","Bvulnerable.Max.","Bmature.Min.","Bmature.1st Qu.","Bmature.Median","Bmature.Mean","Bmature.3rd Qu.","Bmature.Max.","Btotal.Min.","Btotal.1st Qu.","Btotal.Median","Btotal.Mean","Btotal.3rd Qu.","Btotal.Max.","Larvae.Min.","Larvae.1st Qu.","Larvae.Median","Larvae.Mean","Larvae.3rd Qu.","Larvae.Max.","Settlers.Min.","Settlers.1st Qu.","Settlers.Median","Settlers.Mean","Settlers.3rd Qu.","Settlers.Max.","Recruits.Min.","Recruits.1st Qu.","Recruits.Median","Recruits.Mean","Recruits.3rd Qu.","Recruits.Max.","Density.Min.","Density.1st Qu.","Density.Median","Density.Mean","Density.3rd Qu.","Density.Max.","Depletion_Bvul.Min.","Depletion_Bvul.1st Qu.","Depletion_Bvul.Median","Depletion_Bvul.Mean","Depletion_Bvul.3rd Qu.","Depletion_Bvul.Max.","Depletion_Bmature.Min.","Depletion_Bmature.1st Qu.","Depletion_Bmature.Median","Depletion_Bmature.Mean","Depletion_Bmature.3rd Qu.","Depletion_Bmature.Max."
"1",1,0.1146,0.1284,0.1987,0.2036,0.2704,0.4311,20750,312500,633700,655200,921900,1553000,0,0,0,0,0,0,118000,1615000,3331000,3543000,5238000,8605000,122800,1706000,3519000,3743000,5517000,9084000,127800,1736000,3578000,3809000,5619000,9232000,11.32,157.2,324.5,345.1,508.6,837.5,14.76,166.5,319.2,355.7,540.1,830.8,14.76,166.5,319.2,355.7,540.1,830.8,9.919e-05,0.0001252,0.0001489,0.0001498,0.0001645,0.000209,0.02474,0.02844,0.03399,0.03407,0.03951,0.04401,0.02483,0.02905,0.03453,0.03469,0.04014,0.0448
